texto;aspecto;sentiment;review
Resumen: como decía el título: sinvergüenzas!!!;vacio;0;Resumen: como decía el título: sinvergüenzas!!!
No se puede ir de sofisticado engañando e intentando sacar dinero de cualquier despiste de los comensales.;vacio;0;No se puede ir de sofisticado engañando e intentando sacar dinero de cualquier despiste de los comensales.
Me parece vergonzoso que cobren una botella porque al ser 6 personas en el menú sólo corresponden 2.;botella;0;que cobren una botella porque al ser corresponden
Sobre todo siendo el precio de 38 euros (más iva) y siendo la comida más bien escasa y sin aportar más calidad que la de muchos otros sitios a mejor precio.;comida;0;Sobre siendo el precio euros y la comida más bien escasa aportar precio.
Sobre todo siendo el precio de 38 euros (más iva) y siendo la comida más bien escasa y sin aportar más calidad que la de muchos otros sitios a mejor precio.;vacio;0;Sobre todo siendo el precio de 38 euros (más iva) y siendo la comida más bien escasa y sin aportar más calidad que la de muchos otros sitios a mejor precio.
Eso sí, me río después de que ellos se han reído de mi bolsillo.;vacio;0;Eso sí, me río después de que ellos se han reído de mi bolsillo.
EVITADLO SI PODÉIS!! ;vacio;0;EVITADLO SI PODÉIS!! 
Estuvimos cenando un grupo de amigos el sábado 19 de noviembre, y he de decir que el local levanta muchas espectativas, que luego se ven defraudadas por la comida, normalita, la cantidad no escasa, sino mínima, el servicio muy defieciente, y el precio astronómico.;local;1;el decir que local levanta muchas espectativas, cantidad
Estuvimos cenando un grupo de amigos el sábado 19 de noviembre, y he de decir que el local levanta muchas espectativas, que luego se ven defraudadas por la comida, normalita, la cantidad no escasa, sino mínima, el servicio muy defieciente, y el precio astronómico.;comida;0;defraudadas por la comida, normalita, cantidad
Estuvimos cenando un grupo de amigos el sábado 19 de noviembre, y he de decir que el local levanta muchas espectativas, que luego se ven defraudadas por la comida, normalita, la cantidad no escasa, sino mínima, el servicio muy defieciente, y el precio astronómico.;servicio;0;el y la cantidad escasa, sino mínima, servicio muy defieciente, precio
Estuvimos cenando un grupo de amigos el sábado 19 de noviembre, y he de decir que el local levanta muchas espectativas, que luego se ven defraudadas por la comida, normalita, la cantidad no escasa, sino mínima, el servicio muy defieciente, y el precio astronómico.;vacio;0;Estuvimos cenando un grupo de amigos el sábado 19 de noviembre, y he de decir que el local levanta muchas espectativas, que luego se ven defraudadas por la comida, normalita, la cantidad no escasa, sino mínima, el servicio muy defieciente, y el precio astronómico.
En definitiva, un restaurante con muchas ínfulas que se queda en nada.;restaurante;0;En definitiva, un restaurante con muchas ínfulas
NO LO RECOMIENDO EN ABSOLUTO. ;vacio;0;NO LO RECOMIENDO EN ABSOLUTO. 
y cenamos de maravilla, tanto en calidad como en cantidad.;vacio;1;y cenamos de maravilla, tanto en calidad como en cantidad.
y cenamos de maravilla, tanto en calidad como en cantidad.;vacio;1;y cenamos de maravilla, tanto en calidad como en cantidad.
El servicio tambien estuvo a la altura.;servicio;1;El servicio tambien estuvo a la altura.
"El lugar es precioso y acogedor; fue todo excelente, lo recomiendo a todas aquellas personas que con elegancia quieran disfrutar. ";lugar;1;"El lugar es precioso y acogedor; excelente,"
"El lugar es precioso y acogedor; fue todo excelente, lo recomiendo a todas aquellas personas que con elegancia quieran disfrutar. ";vacio;1;"El lugar es precioso y acogedor; fue todo excelente, lo recomiendo a todas aquellas personas que con elegancia quieran disfrutar. "
Estupenda cena el sábado por la noche con un bono de Groupalia.;cena;1;Estupenda cena el sábado por bono
Excelente calidad y precio.;vacio;1;Excelente calidad y precio.
Excelente calidad y precio.;vacio;1;Excelente calidad y precio.
Hoy y mañana sigue estando la oferta, pero si alguno quiere comprarla.40 € por un menú degustación con buen producto, muy bien cocinado e incluido gin-tonic, creo que es imbatible.Eso sí, para mi gusto el gin tonic mejor sin violeta, aunque soy un amante de los caramelos de violeta, mejor cada cosa en su sitio. ;menú;1;por un menú degustación con buen producto, cocinado
Sábado por la noche,  reservo para 4 personas en el colette, y al llegar no sólo no tenemos reserva sino que el colette, supuestamente de más calidad que el Quartz, ya no existe como tal,  nos  dicen que se han fusionado, son el mismo restaurante y nos buscan una mesa en este ultimo.;vacio;0;Sábado por la noche,  reservo para 4 personas en el colette, y al llegar no sólo no tenemos reserva sino que el colette, supuestamente de más calidad que el Quartz, ya no existe como tal,  nos  dicen que se han fusionado, son el mismo restaurante y nos buscan una mesa en este ultimo.
Sin  ofrecernos la carta de menús nos dan la carta de platos, supongo  a ver si cuela, hasta que preguntamos por los menús, que entonces nos explican las excelencias de sus menús, que no es de mala calidad aunque pedimos una botella de vino de la carta, ya que no se puede elegir color, pero el servicio no nos parece acorde con la supuesta calidad del restaurante.;servicio;0;nos no color, pero el servicio parece acorde
El local es estrecho y alargado por lo que al fondo es difícil comunicarse sin gritar sí está lleno , como es el caso.;local;0;El local es estrecho y alargado difícil lleno
Unico en Zaragoza, Ya era hora!!!.;vacio;1;Unico en Zaragoza, Ya era hora!!!.
Excelentes istalaciones, muy buena atención e inmejorable cocina… digno de probar.;istalaciones;1;Excelentes istalaciones, muy buena atención
Excelentes istalaciones, muy buena atención e inmejorable cocina… digno de probar.;atención;1;Excelentes istalaciones, muy buena atención e inmejorable cocina… digno probar.
Excelentes istalaciones, muy buena atención e inmejorable cocina… digno de probar.;cocina;1;buena atención e inmejorable cocina… digno de probar.
Lo recomiendo!!! ;vacio;1;Lo recomiendo!!! 
Un domingo a mediodía pague la novatada de comer alli, pero una y no más.;vacio;0;Un domingo a mediodía pague la novatada de comer alli, pero una y no más.
Tiene 6 meses, estabamos en todo el restaurante unas 13 personas y tres camareras y el servicio FUE PENOSO mucho guante blanco puesto pero te dejan los mismos cubiertos de los entrantes hasta los postres, los platos se acumulan en el centro de la mesa y no te los quitan, necesita pan y tienes casi que rogarlo.;servicio;0;el 13 personas y camareras servicio FUE PENOSO mucho guante
Las raciones escasas para lo que te cobran, por ejemplo una plato con tres colmenillas con foi y tres corazones de alcachofas rebozado en tempura te sablean 22 euros y el solomillo no llega escasamente a los 60 gramos.;raciones;0;Las raciones escasas para lo te cobran, sablean euros llega los
Las raciones escasas para lo que te cobran, por ejemplo una plato con tres colmenillas con foi y tres corazones de alcachofas rebozado en tempura te sablean 22 euros y el solomillo no llega escasamente a los 60 gramos.;vacio;0;Las raciones escasas para lo que te cobran, por ejemplo una plato con tres colmenillas con foi y tres corazones de alcachofas rebozado en tempura te sablean 22 euros y el solomillo no llega escasamente a los 60 gramos.
Las raciones escasas para lo que te cobran, por ejemplo una plato con tres colmenillas con foi y tres corazones de alcachofas rebozado en tempura te sablean 22 euros y el solomillo no llega escasamente a los 60 gramos.;plato;0;para lo que te cobran, por ejemplo una plato con tres colmenillas foi los
Las raciones escasas para lo que te cobran, por ejemplo una plato con tres colmenillas con foi y tres corazones de alcachofas rebozado en tempura te sablean 22 euros y el solomillo no llega escasamente a los 60 gramos.;solomillo;0;y euros el solomillo no llega escasamente gramos.
Eso si mucha mariconada de caramelos con lagrimas de acite pero como se te caiga un cubierto o avisas a la camarera, si la pillas, o te lo limpias tu.;camarera;0;si mariconada pero como se te caiga cubierto avisas a la camarera, pillas,
NO LO RECOMIENDO ;vacio;0;NO LO RECOMIENDO 
He estado en diversas ocasiones realizando el circuito termal y luego hemos comido en el restaurante.La comida nos aparecido buena a las personas que hemos estado comiendo, eso si nunca hemos comido el menu, siempre que hemos comido nos hemos dejado aconsejar por la persona que nos a atendido en la mesa, normalmente hemos compartido unos entrantes y luego cada uno a elegido lo que deseaba.Lo cierto es que muy bien. ;comida;1;el comida nos aparecido buena personas dejado compartido
He estado en diversas ocasiones realizando el circuito termal y luego hemos comido en el restaurante.La comida nos aparecido buena a las personas que hemos estado comiendo, eso si nunca hemos comido el menu, siempre que hemos comido nos hemos dejado aconsejar por la persona que nos a atendido en la mesa, normalmente hemos compartido unos entrantes y luego cada uno a elegido lo que deseaba.Lo cierto es que muy bien. ;vacio;1;He estado en diversas ocasiones realizando el circuito termal y luego hemos comido en el restaurante.La comida nos aparecido buena a las personas que hemos estado comiendo, eso si nunca hemos comido el menu, siempre que hemos comido nos hemos dejado aconsejar por la persona que nos a atendido en la mesa, normalmente hemos compartido unos entrantes y luego cada uno a elegido lo que deseaba.Lo cierto es que muy bien. 
Nosotros también pasamos un par de noches en el Balneario con circuito y pensión completa y desde luego los menús dejaron bastante que desear.;menús;0;y desde luego los menús dejaron bastante que desear.
Una pena para las instalaciones tan excelentes que hay. ;vacio;0;Una pena para las instalaciones tan excelentes que hay. 
Yo voy mucho al Balneario Paracuellos de Jiloca, y la comida que me dan siempre es ESTUPENDA, te ponen mucha cantidad y ademas con calidad.La relación calidad precio esta muy bien.;comida;1;Jiloca, y la comida que me dan siempre es ESTUPENDA,
Yo voy mucho al Balneario Paracuellos de Jiloca, y la comida que me dan siempre es ESTUPENDA, te ponen mucha cantidad y ademas con calidad.La relación calidad precio esta muy bien.;comida;1;Jiloca, y la comida que me dan siempre es ESTUPENDA,
Yo voy mucho al Balneario Paracuellos de Jiloca, y la comida que me dan siempre es ESTUPENDA, te ponen mucha cantidad y ademas con calidad.La relación calidad precio esta muy bien.;vacio;1;Yo voy mucho al Balneario Paracuellos de Jiloca, y la comida que me dan siempre es ESTUPENDA, te ponen mucha cantidad y ademas con calidad.La relación calidad precio esta muy bien.
Yo voy mucho al Balneario Paracuellos de Jiloca, y la comida que me dan siempre es ESTUPENDA, te ponen mucha cantidad y ademas con calidad.La relación calidad precio esta muy bien.;vacio;1;Yo voy mucho al Balneario Paracuellos de Jiloca, y la comida que me dan siempre es ESTUPENDA, te ponen mucha cantidad y ademas con calidad.La relación calidad precio esta muy bien.
OS LO RECOMIENDO A TODOS.;vacio;1;OS LO RECOMIENDO A TODOS.
